po_id,supplier_id,po_date,currency,po_status,total_po_amount
PO002327,S00091,06-07-2025,INR,CLOSED,326246.36
PO002328,S00294,05-08-2024,EUR,CANCELLED,356167.08
PO002329,S00409,10-06-2025,INR,CLOSED,391405.27
PO002330,S00344,04-05-2025,EUR,CANCELLED,29446.11
PO002331,S00436,09-02-2025,GBP,CANCELLED,481090.28
PO002332,S00316,11-04-2024,INR,CLOSED,60358.09
PO002333,S00169,06-03-2025,,CLOSED,290169.08
PO002334,S00431,05-03-2024,GBP,CREATED,17689.21
PO002335,S00443,15-01-2026,INR,APPROVED,43752.92
PO002336,S00055,28-08-2025,GBP,CANCELLED,158447.99
PO002337,S00121,22-11-2025,INR,CREATED,449396.13
PO002338,S00091,10-09-2024,GBP,CANCELLED,460799.78
PO002339,S00032,20-04-2025,,CLOSED,52809.26
PO002340,S00440,13-08-2024,USD,CANCELLED,380492.73
PO002341,S00316,13-11-2025,USD,APPROVED,157185.4
PO002342,S00364,19-07-2024,GBP,CANCELLED,62274.4
PO002343,S00333,23-10-2025,,APPROVED,93837.56
PO002344,S00257,22-07-2024,GBP,CLOSED,108875.75
PO002345,S00386,13-01-2025,INR,CANCELLED,405988.06
PO002346,S00421,29-03-2024,INR,CREATED,288964.51
PO002347,S00329,02-11-2024,USD,APPROVED,11785.79
PO002348,S00073,30-03-2025,USD,CLOSED,386064.76
PO002349,S00296,20-10-2024,,CREATED,167059.21
PO002350,S00356,11-10-2025,,CANCELLED,91019.13
PO002351,S00108,22-09-2024,,CANCELLED,247929.39
PO002352,S00186,13-12-2024,,APPROVED,399805.92
PO002353,S00229,03-08-2024,GBP,CANCELLED,436358.34
PO002354,S00297,24-12-2024,USD,APPROVED,390105.62
PO002355,S00156,20-01-2025,USD,CREATED,246849.68
PO002356,S00027,28-06-2025,,CLOSED,6383.95
PO002357,S00427,22-01-2025,EUR,CLOSED,192165.34
PO002358,S00187,26-07-2025,USD,APPROVED,483897.98
PO002359,S00039,21-03-2024,,APPROVED,425863.58
PO002360,S00484,13-04-2024,,CLOSED,196605.93
PO002361,S00030,14-05-2025,,CREATED,289300.12
PO002362,S00486,30-07-2025,EUR,CREATED,11298.74
PO002363,S00220,28-01-2024,EUR,APPROVED,163943.33
PO002364,S00398,30-01-2024,USD,APPROVED,98137.82
PO002365,S00425,27-07-2024,EUR,CREATED,113986.69
PO002366,S00038,22-11-2025,,CREATED,169652.01
PO002367,S00037,20-07-2024,GBP,CREATED,443196.91
PO002368,S00251,15-04-2025,INR,CLOSED,360281.54
PO002369,S00054,21-02-2024,USD,CANCELLED,251340.15
PO002370,S00339,21-12-2025,EUR,CANCELLED,236184.26
PO002371,S00407,12-09-2025,INR,CREATED,465279.5
PO002372,S00014,06-01-2025,INR,CANCELLED,339380.31
PO002373,S00384,29-05-2024,USD,CANCELLED,21330.91
PO002374,S00399,19-02-2025,GBP,APPROVED,212007.92
PO002375,S00223,09-01-2026,,APPROVED,53369.52
PO002376,S00062,30-04-2025,,CLOSED,172653.49
PO002377,S00179,24-02-2024,GBP,CREATED,115275.96
PO002378,S00048,25-03-2025,,CREATED,109698.57
PO002379,S00389,26-10-2024,,CREATED,495424.06
PO002380,S00008,24-09-2024,INR,CREATED,33688.9
PO002381,S00066,04-07-2025,GBP,APPROVED,137710.97
PO002382,S00164,08-02-2025,EUR,APPROVED,499034.85
PO002383,S00068,10-02-2025,,CANCELLED,236744.19
PO002384,S00064,13-07-2024,USD,CREATED,121350.42
PO002385,S00284,15-12-2025,INR,CANCELLED,351153.87
PO002386,S00423,21-11-2025,EUR,APPROVED,218988.63
PO002387,S00158,22-11-2025,EUR,CLOSED,433830.33
PO002388,S00128,20-11-2024,,CLOSED,156023.77
PO002389,S00283,26-02-2024,,CREATED,22268.75
PO002390,S00468,24-03-2024,GBP,CANCELLED,136290.84
PO002391,S00106,26-09-2025,INR,APPROVED,148994.3
PO002392,S00289,08-05-2024,INR,CREATED,183056.94
PO002393,S00424,19-04-2025,INR,CREATED,488844.4
PO002394,S00364,02-04-2024,GBP,CANCELLED,476287.71
PO002395,S00011,20-07-2024,GBP,CREATED,131500.78
PO002396,S00307,21-07-2024,GBP,CLOSED,412725.32
PO002397,S00044,15-11-2024,USD,CLOSED,426559.99
PO002398,S00200,09-06-2024,GBP,CREATED,430700.27
PO002399,S00200,16-01-2025,GBP,CREATED,108346.47
PO002400,S00198,12-02-2024,INR,CANCELLED,263908.43
PO002401,S00345,10-10-2024,EUR,CREATED,268482.33
PO002402,S00182,17-06-2025,USD,CLOSED,460962.83
PO002403,S00471,09-12-2024,EUR,APPROVED,377412.37
PO002404,S00178,30-07-2024,,CANCELLED,432199.86
PO002405,S00407,18-06-2025,USD,CREATED,274413.55
PO002406,S00494,03-11-2025,EUR,CANCELLED,209036.69
PO002407,S00375,11-12-2024,,CLOSED,77087.18
PO002408,S00199,19-03-2025,GBP,APPROVED,61595.72
PO002409,S00008,31-05-2025,EUR,CLOSED,38196.12
PO002410,S00130,22-08-2025,,CLOSED,165453.84
PO002411,S00206,28-05-2025,USD,CLOSED,177655.91
PO002412,S00344,29-01-2024,EUR,CREATED,57774.74
PO002413,S00297,20-05-2025,EUR,CLOSED,423034.3
PO002414,S00232,25-10-2024,GBP,CREATED,217154.19
PO002415,S00244,05-06-2025,USD,CLOSED,237504.99
PO002416,S00439,12-08-2025,,APPROVED,201348.5
PO002417,S00302,30-12-2024,USD,CLOSED,448007.36
PO002418,S00288,18-11-2024,EUR,CREATED,217421.96
PO002419,S00135,23-03-2024,EUR,CLOSED,433872.96
PO002420,S00067,22-09-2025,INR,APPROVED,69185.4
PO002421,S00322,23-10-2024,USD,APPROVED,52795.51
PO002422,S00020,16-05-2024,INR,CANCELLED,287844.81
PO002423,S00022,20-01-2026,,APPROVED,25710.5
PO002424,S00372,25-05-2025,EUR,CLOSED,3139.68
PO002425,S00439,20-03-2025,EUR,CREATED,298292.31
PO002426,S00183,15-07-2025,USD,CREATED,251003.66
PO002427,S00058,29-10-2024,,CREATED,114674.25
PO002428,S00170,10-07-2024,,CLOSED,413714.62
PO002429,S00355,29-04-2025,GBP,CREATED,319152.95
PO002430,S00455,18-02-2025,EUR,APPROVED,7470.77
PO002431,S00316,03-11-2024,EUR,CLOSED,487424.91
PO002432,S00466,13-06-2025,EUR,CANCELLED,470952.17
PO002433,S00154,27-03-2024,,CREATED,75957.97
PO002434,S00023,11-12-2025,EUR,APPROVED,455495.69
PO002435,S00014,17-02-2025,USD,APPROVED,403057.28
PO002436,S00267,25-10-2025,,CLOSED,469669.62
PO002437,S00197,19-01-2025,,CREATED,326814.96
PO002438,S00078,04-09-2024,GBP,CREATED,477365.57
PO002439,S00498,27-01-2025,INR,CANCELLED,267178.53
PO002440,S00064,19-07-2025,,CREATED,301586.52
PO002441,S00344,29-08-2025,,CANCELLED,155054.37
PO002442,S00101,16-04-2024,,CLOSED,455090.11
PO002443,S00172,12-01-2026,INR,CLOSED,111599.8
PO002444,S00165,29-09-2024,USD,APPROVED,219728.78
PO002445,S00498,18-09-2024,GBP,CLOSED,35243.49
PO002446,S00292,30-07-2024,,CREATED,456890.93
PO002447,S00341,21-01-2025,GBP,APPROVED,221728.85
PO002448,S00219,16-01-2025,INR,APPROVED,462487.06
PO002449,S00128,02-01-2026,GBP,APPROVED,300800.56
PO002450,S00414,18-03-2025,EUR,CLOSED,153491.39
PO002451,S00042,02-02-2025,GBP,CANCELLED,250038.1
PO002452,S00077,13-06-2024,,CANCELLED,314478.03
PO002453,S00402,10-01-2025,INR,APPROVED,437584.88
PO002454,S00008,01-04-2025,INR,CREATED,206405.93
PO002455,S00398,06-04-2024,,CANCELLED,370141.27
PO002456,S00066,17-11-2025,USD,CANCELLED,7085.39
PO002457,S00087,12-03-2025,USD,APPROVED,255023.03
PO002458,S00277,04-07-2025,GBP,CANCELLED,173955.72
PO002459,S00209,13-09-2025,,APPROVED,354551.67
PO002460,S00062,09-05-2024,EUR,CLOSED,293696.39
PO002461,S00321,22-08-2025,USD,CREATED,32245.03
PO002462,S00478,07-12-2024,EUR,CANCELLED,454890.48
PO002463,S00329,22-07-2024,GBP,CANCELLED,141092.03
PO002464,S00250,04-12-2025,INR,APPROVED,360472.27
PO002465,S00307,03-04-2025,,CREATED,71889.48
PO002466,S00004,22-07-2025,,CLOSED,335323.08
PO002467,S00237,21-08-2024,GBP,CLOSED,216486.46
PO002468,S00266,23-09-2025,,CLOSED,472107.89
PO002469,S00050,06-05-2025,INR,CLOSED,244113.2
PO002470,S00025,19-03-2025,,CANCELLED,139054.89
PO002471,S00200,21-09-2025,EUR,APPROVED,476524.4
PO002472,S00022,13-11-2024,INR,CANCELLED,257163.16
PO002473,S00300,31-10-2025,,CLOSED,45230.6
PO002474,S00149,01-11-2024,INR,CREATED,140360.8
PO002475,S00255,03-02-2025,GBP,APPROVED,442101.33
PO002476,S00151,23-10-2024,EUR,CREATED,461880.51
PO002477,S00348,22-01-2025,EUR,APPROVED,43467.89
PO002478,S00288,18-09-2025,,APPROVED,8811.81
PO002479,S00469,16-05-2024,USD,APPROVED,-1634.12
PO002480,S00433,25-06-2024,USD,CLOSED,97586.17
PO002481,S00489,05-07-2024,,CANCELLED,364705.16
PO002482,S00272,17-12-2025,INR,CANCELLED,143945.5
PO002483,S00057,29-10-2025,USD,CANCELLED,443884.28
PO002484,S00258,09-12-2024,EUR,CREATED,431573.89
PO002485,S00146,29-11-2025,USD,CLOSED,400838.75
PO002486,S00388,11-10-2024,INR,CREATED,160193.44
PO002487,S00265,13-11-2024,EUR,CLOSED,223999.35
PO002488,S00383,31-01-2024,,CREATED,351938.95
PO002489,S00165,24-07-2025,USD,CANCELLED,45721.6
PO002490,S00368,19-05-2024,,CLOSED,91151.33
PO002491,S00291,31-12-2025,USD,CREATED,119186.43
PO002492,S00306,28-06-2024,GBP,APPROVED,335040.55
PO002493,S00138,14-05-2024,GBP,APPROVED,239676.12
PO002494,S00097,10-12-2025,GBP,CLOSED,61554.92
PO002495,S00332,25-09-2025,USD,APPROVED,-3385.16
PO002496,S00035,03-02-2024,GBP,APPROVED,353545.21
PO002497,S00020,02-10-2024,GBP,CLOSED,304756
PO002498,S00330,24-11-2025,,APPROVED,317045.89
PO002499,S00253,20-10-2025,,APPROVED,438334.27
PO002500,S00437,13-11-2025,INR,CLOSED,332327.78
PO002501,S00256,11-02-2025,GBP,CLOSED,269423.72
PO002502,S00155,05-05-2025,USD,APPROVED,51745.55
PO002503,S00458,30-10-2025,EUR,CANCELLED,484527.88
PO002504,S00170,04-11-2025,INR,CANCELLED,53488.69
PO002505,S00243,19-09-2024,EUR,CREATED,170527.18
PO002506,S00207,24-08-2025,INR,CANCELLED,419261.02
PO002507,S00449,07-11-2024,GBP,CANCELLED,342047.08
PO002508,S00015,09-04-2025,EUR,CLOSED,251281.14
PO002509,S00462,27-04-2024,GBP,CREATED,278939.94
PO002510,S00169,27-09-2024,EUR,CLOSED,202670.69
PO002511,S00421,18-12-2025,GBP,CANCELLED,196333.15
PO002512,S00474,11-05-2025,USD,CLOSED,240180.22
PO002513,S00115,07-06-2025,EUR,CREATED,150797.88
PO002514,S00213,20-07-2024,INR,APPROVED,265686.61
PO002515,S00406,19-11-2025,USD,CLOSED,60253.74
PO002516,S00282,06-07-2024,USD,CREATED,400218.5
PO002517,S00047,26-07-2025,EUR,CLOSED,382255.24
PO002518,S00289,19-09-2024,USD,CREATED,256917.74
PO002519,S00189,10-10-2025,,APPROVED,492534.73
PO002520,S00436,01-01-2025,,CANCELLED,429160.03
PO002521,S00120,07-07-2024,EUR,APPROVED,454880.16
PO002522,S00173,07-01-2025,GBP,APPROVED,274240.34
PO002523,S00130,20-12-2024,USD,CREATED,421968.39
PO002524,S00393,31-07-2024,,CREATED,248257.16
PO002525,S00412,12-08-2025,GBP,CREATED,74257.48
PO002526,S00158,01-07-2025,USD,APPROVED,313935.53
PO002527,S00359,27-11-2025,INR,CREATED,132591.41
PO002528,S00065,23-05-2025,GBP,CANCELLED,61252.56
PO002529,S00386,23-07-2025,EUR,CREATED,33646.18
PO002530,S00264,31-03-2024,GBP,CREATED,2444.6
PO002531,S00432,02-06-2024,,APPROVED,43256.12
PO002532,S00307,18-05-2025,GBP,APPROVED,414893.22
PO002533,S00446,07-12-2024,EUR,CLOSED,209702.12
PO002534,S00387,28-02-2025,USD,CLOSED,133395.12
PO002535,S00105,07-03-2024,USD,CLOSED,484477.51
PO002536,S00301,24-07-2024,GBP,CANCELLED,142075.52
PO002537,S00048,26-02-2024,INR,CANCELLED,278303.11
PO002538,S00253,23-01-2025,EUR,APPROVED,188116.21
PO002539,S00260,11-08-2025,GBP,CLOSED,380163.69
PO002540,S00372,18-09-2025,USD,CANCELLED,108150.73
PO002541,S00013,12-02-2024,GBP,APPROVED,220778.07
PO002542,S00250,13-10-2025,,CREATED,319623.38
PO002543,S00174,21-06-2024,INR,CREATED,43171.46
PO002544,S00088,11-08-2024,INR,CANCELLED,294671.81
PO002545,S00043,28-12-2025,INR,CANCELLED,306326.68
PO002546,S00248,03-02-2024,,APPROVED,24761.14
PO002547,S00258,13-10-2024,EUR,CANCELLED,152284.75
PO002548,S00176,02-06-2024,INR,CREATED,157328.71
PO002549,S00295,24-10-2024,,CANCELLED,435071.1
PO002550,S00141,10-02-2024,INR,CANCELLED,270522.31
PO002551,S00164,24-08-2025,INR,CLOSED,227992.88
PO002552,S00253,14-10-2024,,CREATED,460221.35
PO002553,S00222,16-08-2024,USD,CANCELLED,59277.65
PO002554,S00007,09-07-2024,INR,CREATED,78929.47
PO002555,S00229,11-05-2025,USD,CREATED,442178.93
PO002556,S00259,27-08-2025,INR,CANCELLED,65632.02
PO002557,S00454,18-05-2024,,CANCELLED,196699.86
PO002558,S00155,08-12-2024,USD,CANCELLED,497850.88
PO002559,S00375,22-11-2025,EUR,CLOSED,305625.75
PO002560,S00194,11-05-2025,,APPROVED,66466.39
PO002561,S00273,20-09-2024,INR,CLOSED,257286.79
PO002562,S00131,15-06-2025,GBP,CANCELLED,101361.65
PO002563,S00173,09-04-2024,INR,APPROVED,259811.12
PO002564,S00431,04-05-2024,GBP,CREATED,155432.45
PO002565,S00093,22-03-2024,INR,CANCELLED,28859.25
PO002566,S00003,28-05-2025,EUR,APPROVED,95630.16
PO002567,S00049,22-09-2024,,CANCELLED,162172.74
PO002568,S00032,19-10-2024,,CANCELLED,295199.5
PO002569,S00035,05-12-2025,EUR,APPROVED,169203.51
PO002570,S00008,27-03-2025,INR,CLOSED,138514.73
PO002571,S00473,22-06-2025,GBP,CLOSED,180473.78
PO002572,S00399,24-06-2025,GBP,CLOSED,278361.71
PO002573,S00335,24-12-2024,INR,CREATED,294282.76
PO002574,S00053,22-04-2025,INR,CLOSED,85054.26
PO002575,S00294,19-02-2025,USD,APPROVED,397426.66
PO002576,S00306,20-05-2024,GBP,CLOSED,285706.13
PO002577,S00443,26-12-2025,,CLOSED,483162.74
PO002578,S00384,11-09-2025,,CANCELLED,100699.89
PO002579,S00002,08-10-2024,INR,APPROVED,41125.83
PO002580,S00418,28-01-2024,,APPROVED,67383.33
PO002581,S00249,19-08-2024,USD,CLOSED,34282.65
PO002582,S00027,23-01-2025,INR,CANCELLED,209829.9
PO002583,S00247,21-07-2024,EUR,CLOSED,247689.43
PO002584,S00062,09-07-2025,INR,CANCELLED,185541.32
PO002585,S00201,05-05-2025,GBP,CLOSED,152439.73
PO002586,S00273,28-10-2025,EUR,CREATED,441059.23
PO002587,S00438,17-04-2024,INR,APPROVED,472472.42
PO002588,S00433,04-11-2024,EUR,APPROVED,419137.43
PO002589,S00292,21-12-2025,GBP,CANCELLED,346025.38
PO002590,S00131,11-12-2024,USD,CANCELLED,324306.52
PO002591,S00093,14-11-2024,USD,CLOSED,426963.02
PO002592,S00401,09-08-2025,EUR,CANCELLED,102958.88
PO002593,S00292,30-04-2024,INR,CANCELLED,183973.96
PO002594,S00484,15-03-2024,USD,APPROVED,218250.69
PO002595,S00275,28-10-2025,INR,CREATED,291025.15
PO002596,S00172,05-03-2024,USD,CLOSED,457482.59
PO002597,S00263,04-10-2025,USD,CLOSED,11931.74
PO002598,S00144,19-03-2025,GBP,CANCELLED,17178.28
PO002599,S00363,16-04-2025,EUR,CLOSED,310761.56
PO002600,S00298,10-06-2025,USD,CANCELLED,498601.95
PO002601,S00330,30-05-2025,GBP,CANCELLED,82754.34
PO002602,S00390,11-05-2024,,CREATED,14287.76
PO002603,S00015,09-09-2025,,APPROVED,351347.99
PO002604,S00092,19-08-2024,INR,CREATED,206884.15
PO002605,S00440,13-12-2025,USD,CREATED,218905.89
PO002606,S00370,07-03-2025,USD,CLOSED,44225.11
PO002607,S00284,16-01-2025,EUR,APPROVED,325828.14
PO002608,S00384,17-09-2024,USD,CLOSED,417823.13
PO002609,S00441,13-07-2024,EUR,APPROVED,452391
PO002610,S00306,02-06-2025,EUR,CREATED,469975.31
PO002611,S00210,21-10-2024,GBP,CREATED,27802.22
PO002612,S00429,24-03-2024,,APPROVED,363123.32
PO002613,S00043,28-03-2024,INR,CANCELLED,17476.76
PO002614,S00317,18-07-2024,INR,CANCELLED,82348.95
PO002615,S00389,08-10-2024,USD,CLOSED,133250.39
PO002616,S00183,18-12-2024,USD,CLOSED,230457.4
PO002617,S00435,11-03-2024,USD,CANCELLED,39521.79
PO002618,S00477,10-11-2025,USD,APPROVED,363422.94
PO002619,S00097,05-03-2025,EUR,CREATED,382194.9
PO002620,S00410,21-07-2024,USD,APPROVED,317162.54
PO002621,S00241,11-08-2024,USD,APPROVED,150430.07
PO002622,S00355,24-06-2025,INR,APPROVED,151795.97
PO002623,S00198,24-03-2025,EUR,APPROVED,135876.51
PO002624,S00295,04-12-2024,EUR,CANCELLED,109109.99
PO002625,S00098,15-03-2024,EUR,APPROVED,84441.6
PO002626,S00155,03-12-2025,EUR,CANCELLED,128595.3
PO002627,S00256,07-07-2024,EUR,CLOSED,171173.89
PO002628,S00335,15-12-2024,,CANCELLED,413897.54
PO002629,S00358,08-01-2025,INR,CREATED,474580.89
PO002630,S00305,10-01-2025,GBP,APPROVED,266664.14
PO002631,S00109,08-07-2024,GBP,CLOSED,321234.03
PO002632,S00356,12-11-2024,EUR,APPROVED,167801.49
PO002633,S00263,31-12-2025,,CLOSED,40832.54
PO002634,S00402,29-06-2024,INR,CLOSED,105218.73
PO002635,S00136,28-09-2025,USD,CREATED,256100.06
PO002636,S00330,12-11-2024,INR,CANCELLED,65606.72
PO002637,S00306,09-09-2025,EUR,CLOSED,279703.56
PO002638,S00344,23-02-2024,,CREATED,157797.88
PO002639,S00054,26-09-2024,EUR,CREATED,75169
PO002640,S00249,31-07-2024,EUR,CLOSED,322180.06
PO002641,S00052,20-04-2025,INR,CLOSED,149669.19
PO002642,S00245,11-10-2025,,APPROVED,374782.81
PO002643,S00229,04-09-2024,,CANCELLED,294755.25
PO002644,S00362,08-06-2025,GBP,CANCELLED,234153.9
PO002645,S00127,12-08-2024,EUR,CLOSED,298475.67
PO002646,S00253,23-04-2025,GBP,CLOSED,15265.13
PO002647,S00482,16-08-2025,INR,CREATED,207597.92
PO002648,S00403,14-10-2025,EUR,CANCELLED,294503.41
PO002649,S00085,30-08-2025,,APPROVED,460788.57
PO002650,S00460,03-10-2025,,APPROVED,475504.41
PO002651,S00296,17-11-2025,INR,APPROVED,330020.24
PO002652,S00410,05-11-2025,USD,CREATED,151183.14
PO002653,S00399,22-01-2026,INR,CLOSED,226650.33
PO002654,S00086,01-06-2024,GBP,CREATED,327597.34
PO002655,S00104,17-12-2024,INR,CLOSED,150301.01
PO002656,S00096,10-10-2024,INR,APPROVED,215457.19
PO002657,S00377,17-09-2025,INR,APPROVED,340780.36
PO002658,S00439,19-08-2025,EUR,CREATED,236058.77
PO002659,S00180,25-01-2024,USD,CANCELLED,272663.68
PO002660,S00205,06-04-2024,INR,CANCELLED,332560.61
PO002661,S00432,17-05-2025,GBP,APPROVED,380343.37
PO002662,S00050,07-03-2025,GBP,APPROVED,155770.13
PO002663,S00485,26-04-2024,INR,CANCELLED,385496.52
PO002664,S00466,23-09-2025,EUR,CANCELLED,296454.13
PO002665,S00279,29-07-2025,USD,CLOSED,241596.21
PO002666,S00386,21-03-2024,,CREATED,106955.49
PO002667,S00317,01-02-2024,INR,APPROVED,181411.95
PO002668,S00178,03-06-2025,,CREATED,303336.09
PO002669,S00391,10-02-2024,GBP,CREATED,321016.52
PO002670,S00072,28-11-2024,GBP,APPROVED,17345.2
PO002671,S00158,05-01-2026,GBP,CREATED,166491.26
PO002672,S00341,25-06-2024,INR,CANCELLED,71127.52
PO002673,S00163,01-10-2024,GBP,CANCELLED,12587.46
PO002674,S00498,29-04-2025,GBP,APPROVED,77589.15
PO002675,S00356,13-08-2025,,CREATED,229785.96
PO002676,S00043,03-09-2025,EUR,CREATED,326213.64
PO002677,S00211,26-02-2025,USD,APPROVED,156108.02
PO002678,S00300,24-01-2024,,CANCELLED,341580.82
PO002679,S00006,06-09-2024,GBP,CANCELLED,208340.82
PO002680,S00028,13-05-2024,EUR,CANCELLED,125617.77
PO002681,S00331,21-02-2024,USD,CANCELLED,248541.1
PO002682,S00406,09-07-2024,GBP,CLOSED,421305.05
PO002683,S00190,25-12-2025,USD,APPROVED,490270.93
PO002684,S00278,17-02-2024,GBP,CREATED,70945.55
PO002685,S00176,11-02-2025,,CLOSED,94794.59
PO002686,S00423,09-12-2025,,CANCELLED,214618.46
PO002687,S00243,28-07-2025,EUR,CREATED,56383.48
PO002688,S00256,27-12-2025,GBP,CLOSED,20287.12
PO002689,S00312,13-10-2025,EUR,CLOSED,209979.78
PO002690,S00352,01-09-2024,EUR,CREATED,269087.99
PO002691,S00093,06-08-2024,EUR,CLOSED,205615.42
PO002692,S00233,20-08-2025,EUR,CLOSED,316171.26
PO002693,S00311,07-02-2024,USD,CLOSED,364611.68
PO002694,S00278,20-09-2025,GBP,APPROVED,83492.99
PO002695,S00279,26-12-2024,USD,APPROVED,362027.64
PO002696,S00331,21-01-2026,GBP,CANCELLED,445821.92
PO002697,S00180,11-02-2025,GBP,APPROVED,458981.44
PO002698,S00469,30-09-2025,,CANCELLED,15523.7
PO002699,S00171,03-03-2024,EUR,CREATED,69108.98
PO002700,S00377,01-07-2025,USD,CANCELLED,253879.3
PO002701,S00378,02-04-2025,USD,CLOSED,463357.48
PO002702,S00390,11-03-2024,EUR,CANCELLED,197373.49
PO002703,S00096,01-05-2025,EUR,CREATED,417610.93
PO002704,S00226,29-04-2025,USD,APPROVED,283302.04
PO002705,S00159,05-11-2024,,APPROVED,345599.86
PO002706,S00026,19-08-2024,EUR,CANCELLED,103680.68
PO002707,S00485,13-10-2024,GBP,CLOSED,372169.25
PO002708,S00405,27-12-2025,INR,CLOSED,248289.36
PO002709,S00024,28-07-2024,,CANCELLED,454421.94
PO002710,S00354,19-02-2024,EUR,CLOSED,-2449.22
PO002711,S00108,18-09-2025,USD,CANCELLED,326892.46
PO002712,S00144,12-07-2024,EUR,CANCELLED,297535.12
PO002713,S00332,03-03-2025,EUR,CREATED,106768.46
PO002714,S00010,18-07-2024,EUR,APPROVED,27179.84
PO002715,S00151,01-12-2024,,CANCELLED,291896.65
PO002716,S00332,24-06-2024,,CLOSED,268436.25
PO002717,S00249,12-11-2025,,CREATED,168190.11
PO002718,S00167,15-12-2025,EUR,CANCELLED,71648.21
PO002719,S00444,17-05-2024,GBP,APPROVED,263781.38
PO002720,S00089,20-12-2024,GBP,CLOSED,198483.8
PO002721,S00345,04-06-2024,,CREATED,313848.95
PO002722,S00293,29-06-2024,EUR,CREATED,99813.36
PO002723,S00277,15-12-2025,EUR,CLOSED,142370.64
PO002724,S00165,04-08-2024,GBP,CANCELLED,9930.11
PO002725,S00326,30-07-2024,,APPROVED,310253.89
PO002726,S00295,20-04-2024,GBP,CANCELLED,497892.05
PO002727,S00012,23-04-2024,EUR,CANCELLED,494788.52
PO002728,S00196,09-03-2025,,APPROVED,186106.57
PO002729,S00492,15-05-2024,USD,CREATED,194853.6
PO002730,S00110,27-11-2024,USD,CLOSED,85204.33
PO002731,S00083,23-03-2024,GBP,CANCELLED,172772.43
PO002732,S00114,31-01-2025,GBP,CLOSED,156298.77
PO002733,S00189,28-09-2025,USD,CLOSED,248663.86
PO002734,S00278,22-05-2024,GBP,APPROVED,428823.58
PO002735,S00259,21-07-2024,GBP,CLOSED,412199.91
PO002736,S00235,02-11-2024,INR,APPROVED,197027.45
PO002737,S00002,29-11-2024,,CLOSED,380282.13
PO002738,S00342,31-12-2024,INR,CREATED,188593.48
PO002739,S00341,05-06-2024,GBP,CANCELLED,202198.37
PO002740,S00332,08-04-2025,USD,APPROVED,64978.88
PO002741,S00323,13-01-2025,,CREATED,297781.93
PO002742,S00381,14-04-2025,GBP,CREATED,159135.26
PO002743,S00130,08-03-2024,INR,CANCELLED,340603.35
PO002744,S00494,22-12-2025,EUR,CREATED,370197.51
PO002745,S00459,21-01-2026,GBP,APPROVED,424406.05
PO002746,S00084,11-06-2024,GBP,CLOSED,360145.35
PO002747,S00125,11-05-2025,INR,CANCELLED,468256.15
PO002748,S00478,08-05-2025,INR,CLOSED,61988.28
PO002749,S00034,14-12-2025,USD,APPROVED,286689.14
PO002750,S00241,14-11-2024,INR,CANCELLED,494805.23
PO002751,S00414,14-01-2026,INR,CANCELLED,247608.54
PO002752,S00057,27-11-2025,,CLOSED,435403.16
PO002753,S00472,22-03-2025,INR,APPROVED,228417.18
PO002754,S00500,18-01-2026,USD,CREATED,373047.33
PO002755,S00356,03-09-2024,GBP,CANCELLED,430395.33
PO002756,S00037,18-01-2025,GBP,CLOSED,441095.3
PO002757,S00281,27-05-2024,USD,CREATED,216453.17
PO002758,S00430,08-11-2024,USD,CLOSED,404889.51
PO002759,S00431,06-02-2025,USD,CLOSED,196711.87
PO002760,S00481,21-10-2025,,CANCELLED,211437.21
PO002761,S00065,14-07-2024,USD,APPROVED,422770.54
PO002762,S00395,02-02-2024,,CREATED,359607.08
PO002763,S00191,08-05-2025,GBP,CLOSED,66684.8
PO002764,S00127,11-07-2024,GBP,APPROVED,128576.39
PO002765,S00172,23-02-2024,USD,CANCELLED,449093.63
PO002766,S00257,22-07-2024,INR,CLOSED,167933.67
PO002767,S00359,13-06-2025,GBP,CLOSED,392623.84
PO002768,S00365,02-02-2024,EUR,CLOSED,295186.21
PO002769,S00396,18-05-2025,INR,APPROVED,258498.54
PO002770,S00014,01-03-2024,INR,CLOSED,279587.41
PO002771,S00372,13-10-2024,EUR,CLOSED,472119.92
PO002772,S00083,01-12-2025,,CLOSED,235018.85
PO002773,S00230,06-02-2024,EUR,APPROVED,370585.25
PO002774,S00362,14-04-2024,INR,APPROVED,301761.96
PO002775,S00446,13-03-2024,GBP,CLOSED,316564.98
PO002776,S00015,14-03-2024,INR,CLOSED,69923.5
PO002777,S00007,29-12-2024,EUR,CLOSED,359175.38
PO002778,S00388,02-08-2025,,CANCELLED,235872.04
PO002779,S00467,01-06-2024,INR,CLOSED,320145.02
PO002780,S00306,18-01-2025,,CLOSED,259285.4
PO002781,S00197,27-07-2024,GBP,APPROVED,434745.04
PO002782,S00252,12-03-2024,INR,CANCELLED,448052.47
PO002783,S00008,23-12-2025,USD,CLOSED,108536.71
PO002784,S00107,08-05-2025,INR,APPROVED,135549.35
PO002785,S00405,25-06-2024,USD,APPROVED,175033.24
PO002786,S00241,08-10-2025,,CREATED,419188.45
PO002787,S00440,10-10-2024,,APPROVED,369395.82
PO002788,S00190,24-03-2024,USD,CANCELLED,311333.02
PO002789,S00494,02-08-2024,EUR,CREATED,132094.15
PO002790,S00500,09-12-2024,,CREATED,485070.8
PO002791,S00029,09-02-2025,GBP,APPROVED,118569.58
